date,home_team,away_team,team,scorer,minute,own_goal,penalty
4/5/2024,Wales,Croatia,Wales,Rachel Rowe,51,FALSE,FALSE
4/5/2024,Wales,Croatia,Wales,Angharad James-Turner,56,FALSE,FALSE
4/9/2024,Albania,Estonia,Albania,Fortesa Berisha,31,FALSE,FALSE
4/9/2024,Albania,Estonia,Albania,Kristina Maksuti,90,FALSE,FALSE
4/9/2024,Andorra,Greece,Greece,Veatriki Sarri,45,FALSE,TRUE
4/9/2024,Andorra,Greece,Greece,Anastasia Spyridonidou,56,FALSE,FALSE
4/9/2024,Andorra,Greece,Greece,Anastasia Gkatsou,67,FALSE,FALSE
4/9/2024,Azerbaijan,Switzerland,Switzerland,Smilla Vallotto,11,FALSE,TRUE
4/9/2024,Azerbaijan,Switzerland,Switzerland,Luana Bühler,20,FALSE,FALSE
4/9/2024,Azerbaijan,Switzerland,Switzerland,Alayah Pilgrim,51,FALSE,FALSE
4/9/2024,Azerbaijan,Switzerland,Switzerland,Nadine Riesen,54,FALSE,FALSE
4/9/2024,Belarus,Georgia,Belarus,Anastasiya Shlapakova,45,FALSE,FALSE
4/9/2024,Belarus,Georgia,Belarus,Anna Pilipenko,64,FALSE,FALSE
4/9/2024,Belarus,Georgia,Belarus,Anna Kozyupa,70,FALSE,FALSE
4/9/2024,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Lauren Wade,54,FALSE,FALSE
4/9/2024,Bosnia and Herzegovina,Northern Ireland,Bosnia and Herzegovina,Marija Milinković,56,FALSE,FALSE
4/9/2024,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Megan Bell,60,FALSE,FALSE
4/9/2024,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Simone Magill,68,FALSE,FALSE
4/9/2024,Bulgaria,Armenia,Armenia,Lara Kazanchian,42,FALSE,FALSE
4/9/2024,Bulgaria,Armenia,Armenia,Veronika Asatryan,49,FALSE,FALSE
4/9/2024,Bulgaria,Armenia,Bulgaria,Polina Rasina,61,FALSE,FALSE
4/9/2024,Bulgaria,Armenia,Bulgaria,Evdokiya Popadinova,85,FALSE,TRUE
4/9/2024,Bulgaria,Armenia,Armenia,Ani Safaryan,90,FALSE,FALSE
4/9/2024,Croatia,Ukraine,Croatia,Izabela Lojna,18,FALSE,FALSE
4/9/2024,Denmark,Belgium,Denmark,Amalie Vangsgaard,29,FALSE,FALSE
4/9/2024,Denmark,Belgium,Denmark,Amalie Vangsgaard,39,FALSE,FALSE
4/9/2024,Denmark,Belgium,Denmark,Sofie Svava,44,FALSE,FALSE
4/9/2024,Denmark,Belgium,Denmark,Frederikke Thøgersen,62,FALSE,FALSE
4/9/2024,Denmark,Belgium,Belgium,Sari Kees,67,FALSE,FALSE
4/9/2024,Denmark,Belgium,Belgium,Féli Delacauw,72,FALSE,FALSE
4/9/2024,Finland,Italy,Italy,Lucia Di Guglielmo,39,FALSE,FALSE
4/9/2024,Finland,Italy,Finland,Jutta Rantala,48,FALSE,FALSE
4/9/2024,Finland,Italy,Finland,Elena Linari,75,TRUE,FALSE
4/9/2024,Germany,Iceland,Germany,Lea Schüller,4,FALSE,FALSE
4/9/2024,Germany,Iceland,Iceland,Hlín Eiríksdóttir,23,FALSE,FALSE
4/9/2024,Germany,Iceland,Germany,Lea Schüller,34,FALSE,FALSE
4/9/2024,Germany,Iceland,Germany,Lena Oberdorf,45,FALSE,FALSE
4/9/2024,Israel,Serbia,Serbia,Jovana Damnjanović,5,FALSE,FALSE
4/9/2024,Israel,Serbia,Israel,Vital Kats,31,FALSE,FALSE
4/9/2024,Israel,Serbia,Serbia,Tijana Filipović,37,FALSE,FALSE
4/9/2024,Israel,Serbia,Serbia,Jovana Damnjanović,55,FALSE,FALSE
4/9/2024,Israel,Serbia,Israel,Eden Avital,78,FALSE,FALSE
4/9/2024,Israel,Serbia,Serbia,Anastasija Ćirić,90,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Rachel Rowe,30,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Kayleigh Green,44,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Rachel Rowe,60,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Ffion Morgan,62,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Elise Hughes,85,FALSE,FALSE
4/9/2024,Kosovo,Wales,Wales,Elise Hughes,90,FALSE,FALSE
4/9/2024,Lithuania,Cyprus,Lithuania,Milda Liužinaitė,46,FALSE,FALSE
4/9/2024,Malta,Portugal,Portugal,Carole Costa,48,FALSE,TRUE
4/9/2024,Malta,Portugal,Portugal,Ana Capeta,78,FALSE,FALSE
4/9/2024,Moldova,Latvia,Latvia,Nadejda Colesnicenco,63,TRUE,FALSE
4/9/2024,Montenegro,Faroe Islands,Faroe Islands,Sunniva Willemoes Dal Christiansen,9,FALSE,FALSE
4/9/2024,Montenegro,Faroe Islands,Montenegro,Maša Tomašević,17,FALSE,FALSE
4/9/2024,Montenegro,Faroe Islands,Montenegro,Armisa Kuč,41,FALSE,FALSE
4/9/2024,Montenegro,Faroe Islands,Montenegro,Armisa Kuč,58,FALSE,FALSE
4/9/2024,Montenegro,Faroe Islands,Montenegro,Jasna Đoković,84,FALSE,FALSE
4/9/2024,Montenegro,Faroe Islands,Montenegro,Medina Dešić,90,FALSE,FALSE
4/9/2024,Netherlands,Norway,Netherlands,Lineth Beerensteyn,6,FALSE,FALSE
4/9/2024,North Macedonia,Slovenia,Slovenia,Kaja Korošec,24,FALSE,FALSE
4/9/2024,North Macedonia,Slovenia,Slovenia,Viktorija Panchurova,29,TRUE,FALSE
4/9/2024,North Macedonia,Slovenia,Slovenia,Lara Prašnikar,56,FALSE,FALSE
4/9/2024,North Macedonia,Slovenia,Slovenia,Nina Kajzba,84,FALSE,FALSE
4/9/2024,North Macedonia,Slovenia,Slovenia,Špela Kolbl,88,FALSE,FALSE
4/9/2024,Poland,Austria,Austria,Sarah Puntigam,15,FALSE,FALSE
4/9/2024,Poland,Austria,Poland,Ewelina Kamczyk,55,FALSE,FALSE
4/9/2024,Poland,Austria,Austria,Lilli Purtscheller,66,FALSE,FALSE
4/9/2024,Poland,Austria,Austria,Eileen Campbell,90,FALSE,FALSE
4/9/2024,Republic of Ireland,England,England,Lauren James,12,FALSE,FALSE
4/9/2024,Republic of Ireland,England,England,Alex Greenwood,18,FALSE,TRUE
4/9/2024,Romania,Kazakhstan,Romania,Cristina Carp,69,FALSE,FALSE
4/9/2024,Scotland,Slovakia,Scotland,Sophie Howard,62,FALSE,FALSE
4/9/2024,Spain,Czech Republic,Czech Republic,Eliška Sonntagová,56,FALSE,FALSE
4/9/2024,Spain,Czech Republic,Spain,María Méndez,58,FALSE,FALSE
4/9/2024,Spain,Czech Republic,Spain,Jenni Hermoso,62,FALSE,FALSE
4/9/2024,Spain,Czech Republic,Spain,Mariona Caldentey,70,FALSE,FALSE
4/9/2024,Sweden,France,France,Wendie Renard,80,FALSE,FALSE
4/9/2024,Turkey,Hungary,Hungary,Diána Csányi,45,FALSE,FALSE
4/9/2024,Turkey,Hungary,Turkey,Ece Türkoğlu,80,FALSE,FALSE
4/9/2024,Turkey,Hungary,Turkey,Miray Cin,87,FALSE,FALSE
5/31/2024,Armenia,Kazakhstan,Armenia,Anna Dallakyan,13,FALSE,FALSE
5/31/2024,Armenia,Kazakhstan,Armenia,Maral Artin,49,FALSE,TRUE
5/31/2024,Armenia,Kazakhstan,Kazakhstan,Kamila Kulmagambetova,70,FALSE,FALSE
5/31/2024,Austria,Iceland,Austria,Sarah Puntigam,26,FALSE,TRUE
5/31/2024,Austria,Iceland,Iceland,Glódís Perla Viggósdóttir,76,FALSE,TRUE
5/31/2024,Cyprus,Georgia,Georgia,Irina Khaburdzania,32,FALSE,FALSE
5/31/2024,Cyprus,Georgia,Georgia,Teona Bakradze,63,FALSE,FALSE
5/31/2024,Czech Republic,Belgium,Belgium,Tessa Wullaert,12,FALSE,FALSE
5/31/2024,Czech Republic,Belgium,Belgium,Tine De Caigny,14,FALSE,FALSE
5/31/2024,Czech Republic,Belgium,Czech Republic,Kamila Dubcová,86,FALSE,TRUE
5/31/2024,Denmark,Spain,Spain,Jenni Hermoso,17,FALSE,FALSE
5/31/2024,Denmark,Spain,Spain,Mariona Caldentey,28,FALSE,TRUE
5/31/2024,England,France,England,Beth Mead,30,FALSE,FALSE
5/31/2024,England,France,France,Élisa De Almeida,41,FALSE,FALSE
5/31/2024,England,France,France,Marie-Antoinette Katoto,68,FALSE,FALSE
5/31/2024,Estonia,Albania,Albania,Fortesa Berisha,7,FALSE,FALSE
5/31/2024,Estonia,Albania,Estonia,Kairi Himanen,17,FALSE,FALSE
5/31/2024,Estonia,Albania,Albania,Qendresa Krasniqi,90,FALSE,FALSE
5/31/2024,Faroe Islands,Andorra,Faroe Islands,Sunniva Willemoes Dal Christiansen,25,FALSE,FALSE
5/31/2024,Faroe Islands,Andorra,Faroe Islands,Ásla Johannesen,48,FALSE,FALSE
5/31/2024,Faroe Islands,Andorra,Faroe Islands,Birita Ryan,67,FALSE,FALSE
5/31/2024,Faroe Islands,Andorra,Faroe Islands,Petra Hoydal,79,FALSE,FALSE
5/31/2024,Germany,Poland,Poland,Natalia Padilla,1,FALSE,FALSE
5/31/2024,Germany,Poland,Germany,Wiktoria Zieniewicz,34,TRUE,FALSE
5/31/2024,Germany,Poland,Germany,Lea Schüller,77,FALSE,FALSE
5/31/2024,Germany,Poland,Germany,Giulia Gwinn,84,FALSE,FALSE
5/31/2024,Germany,Poland,Germany,Giulia Gwinn,88,FALSE,TRUE
5/31/2024,Greece,Montenegro,Montenegro,Armisa Kuč,3,FALSE,FALSE
5/31/2024,Greece,Montenegro,Greece,Eleni Markou,11,FALSE,FALSE
5/31/2024,Greece,Montenegro,Greece,Anastasia Spyridonidou,49,FALSE,FALSE
5/31/2024,Greece,Montenegro,Montenegro,Slađana Bulatović,90,FALSE,TRUE
5/31/2024,Kosovo,Croatia,Croatia,Ivana Rudelić,58,FALSE,FALSE
5/31/2024,Malta,Bosnia and Herzegovina,Bosnia and Herzegovina,Milena Nikolić,88,FALSE,FALSE
5/31/2024,Netherlands,Finland,Netherlands,Lineth Beerensteyn,65,FALSE,FALSE
5/31/2024,North Macedonia,Moldova,North Macedonia,Ulza Maksuti,52,FALSE,FALSE
5/31/2024,North Macedonia,Moldova,Moldova,Carolina Țabur,55,FALSE,FALSE
5/31/2024,Portugal,Northern Ireland,Portugal,Carole Costa,25,FALSE,TRUE
5/31/2024,Portugal,Northern Ireland,Portugal,Lúcia Alves,49,FALSE,FALSE
5/31/2024,Portugal,Northern Ireland,Portugal,Catarina Amado,83,FALSE,FALSE
5/31/2024,Portugal,Northern Ireland,Portugal,Lúcia Alves,90,FALSE,FALSE
5/31/2024,Republic of Ireland,Sweden,Sweden,Johanna Rytting Kaneryd,26,FALSE,FALSE
5/31/2024,Republic of Ireland,Sweden,Sweden,Fridolina Rolfö,62,FALSE,FALSE
5/31/2024,Republic of Ireland,Sweden,Sweden,Johanna Rytting Kaneryd,86,FALSE,FALSE
5/31/2024,Romania,Bulgaria,Romania,Ștefania Vătafu,76,FALSE,FALSE
5/31/2024,Scotland,Israel,Scotland,Claire Emslie,17,FALSE,FALSE
5/31/2024,Scotland,Israel,Scotland,Kirsty Hanson,30,FALSE,FALSE
5/31/2024,Scotland,Israel,Scotland,Claire Emslie,36,FALSE,FALSE
5/31/2024,Scotland,Israel,Scotland,Martha Thomas,63,FALSE,TRUE
5/31/2024,Scotland,Israel,Israel,Talia Sommer,84,FALSE,FALSE
5/31/2024,Serbia,Slovakia,Slovakia,Martina Šurnovská,9,FALSE,FALSE
5/31/2024,Serbia,Slovakia,Serbia,Violeta Slović,22,FALSE,FALSE
5/31/2024,Serbia,Slovakia,Serbia,Miljana Ivanović,53,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Sara Agrež,32,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Lana Golob,57,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Špela Kolbl,70,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Nina Kajzba,75,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Kaja Korošec,77,FALSE,FALSE
5/31/2024,Slovenia,Latvia,Slovenia,Lara Prašnikar,90,FALSE,FALSE
5/31/2024,Switzerland,Hungary,Switzerland,Alisha Lehmann,27,FALSE,FALSE
5/31/2024,Switzerland,Hungary,Hungary,Dóra Zeller,56,FALSE,FALSE
5/31/2024,Switzerland,Hungary,Switzerland,Ramona Bachmann,61,FALSE,TRUE
5/31/2024,Turkey,Azerbaijan,Turkey,Ebru Topçu,43,FALSE,TRUE
5/31/2024,Wales,Ukraine,Ukraine,Veronika Andrukhiv,3,FALSE,FALSE
5/31/2024,Wales,Ukraine,Wales,Kayleigh Green,64,FALSE,TRUE
6/4/2024,Albania,Luxembourg,Albania,Megi Doçi,29,FALSE,TRUE
6/4/2024,Albania,Luxembourg,Albania,Qendresa Krasniqi,45,FALSE,FALSE
6/4/2024,Albania,Luxembourg,Albania,Fortesa Berisha,46,FALSE,FALSE
6/4/2024,Albania,Luxembourg,Luxembourg,Emma Kremer,90,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Montenegro,Armisa Kuč,1,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Montenegro,Armisa Kuč,6,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Andorra,Erica Gonçalves,10,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Montenegro,Medina Dešić,32,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Montenegro,Jasna Đoković,56,FALSE,FALSE
6/4/2024,Andorra,Montenegro,Montenegro,Slađana Bulatović,58,FALSE,FALSE
6/4/2024,Azerbaijan,Turkey,Azerbaijan,Nigar Mirzaliyeva,89,FALSE,FALSE
6/4/2024,Belgium,Czech Republic,Czech Republic,Kamila Dubcová,19,FALSE,FALSE
6/4/2024,Belgium,Czech Republic,Belgium,Jassina Blom,79,FALSE,FALSE
6/4/2024,Bosnia and Herzegovina,Malta,Malta,Maria Farrugia,10,FALSE,FALSE
6/4/2024,Bosnia and Herzegovina,Malta,Bosnia and Herzegovina,Milena Nikolić,64,FALSE,FALSE
6/4/2024,Bosnia and Herzegovina,Malta,Bosnia and Herzegovina,Milena Nikolić,90,FALSE,FALSE
6/4/2024,Bulgaria,Romania,Romania,Ștefania Vătafu,39,FALSE,FALSE
6/4/2024,Bulgaria,Romania,Romania,Cristina Carp,51,FALSE,FALSE
6/4/2024,Bulgaria,Romania,Romania,Andrea Herczeg,79,FALSE,FALSE
6/4/2024,Croatia,Kosovo,Croatia,Ivana Rudelić,15,FALSE,FALSE
6/4/2024,Croatia,Kosovo,Croatia,Ana Maria Marković,74,FALSE,FALSE
6/4/2024,Faroe Islands,Greece,Greece,Veatriki Sarri,13,FALSE,FALSE
6/4/2024,Faroe Islands,Greece,Greece,Sophia Koggouli,78,FALSE,FALSE
6/4/2024,Finland,Netherlands,Netherlands,Lineth Beerensteyn,17,FALSE,FALSE
6/4/2024,Finland,Netherlands,Finland,Jutta Rantala,77,FALSE,FALSE
6/4/2024,France,England,England,Georgia Stanway,21,FALSE,FALSE
6/4/2024,France,England,England,Alessia Russo,34,FALSE,FALSE
6/4/2024,France,England,France,Kadidiatou Diani,72,FALSE,TRUE
6/4/2024,Georgia,Cyprus,Georgia,Teona Bakradze,13,FALSE,FALSE
6/4/2024,Hungary,Switzerland,Hungary,Emőke Pápai,73,FALSE,FALSE
6/4/2024,Iceland,Austria,Iceland,Hlín Eiríksdóttir,17,FALSE,FALSE
6/4/2024,Iceland,Austria,Austria,Eileen Campbell,44,FALSE,FALSE
6/4/2024,Iceland,Austria,Iceland,Hildur Antonsdóttir,70,FALSE,FALSE
6/4/2024,Israel,Scotland,Scotland,Martha Thomas,14,FALSE,FALSE
6/4/2024,Israel,Scotland,Scotland,Martha Thomas,37,FALSE,FALSE
6/4/2024,Israel,Scotland,Scotland,Martha Thomas,74,FALSE,FALSE
6/4/2024,Israel,Scotland,Scotland,Martha Thomas,77,FALSE,FALSE
6/4/2024,Israel,Scotland,Scotland,Chelsea Cornet,86,FALSE,FALSE
6/4/2024,Italy,Norway,Italy,Manuela Giugliano,6,FALSE,FALSE
6/4/2024,Italy,Norway,Norway,Frida Maanum,81,FALSE,FALSE
6/4/2024,Kazakhstan,Armenia,Kazakhstan,Alexandra Burova,28,FALSE,FALSE
6/4/2024,Kazakhstan,Armenia,Kazakhstan,Aida Gaistenova,35,FALSE,FALSE
6/4/2024,Kazakhstan,Armenia,Armenia,Maral Artin,39,FALSE,FALSE
6/4/2024,Kazakhstan,Armenia,Kazakhstan,Aida Gaistenova,57,FALSE,FALSE
6/4/2024,Kazakhstan,Armenia,Kazakhstan,Asselkhan Turlybekova,58,FALSE,FALSE
6/4/2024,Latvia,Slovenia,Slovenia,Lara Prašnikar,24,FALSE,FALSE
6/4/2024,Latvia,Slovenia,Slovenia,Lara Prašnikar,42,FALSE,FALSE
6/4/2024,Latvia,Slovenia,Slovenia,Špela Kolbl,47,FALSE,FALSE
6/4/2024,Latvia,Slovenia,Slovenia,Korina Janež,72,FALSE,FALSE
6/4/2024,Moldova,North Macedonia,North Macedonia,Mădălina Bădiceanu,2,TRUE,FALSE
6/4/2024,Moldova,North Macedonia,Moldova,Carolina Țabur,22,FALSE,FALSE
6/4/2024,Moldova,North Macedonia,North Macedonia,Nataša Andonova,26,FALSE,TRUE
6/4/2024,Moldova,North Macedonia,North Macedonia,Lenche Andreevska,43,FALSE,FALSE
6/4/2024,Moldova,North Macedonia,Moldova,Iuliana Colnic,59,FALSE,FALSE
6/4/2024,Moldova,North Macedonia,North Macedonia,Nataša Andonova,75,FALSE,FALSE
6/4/2024,Northern Ireland,Portugal,Northern Ireland,Lauren Wade,5,FALSE,FALSE
6/4/2024,Northern Ireland,Portugal,Portugal,Kika Nazareth,18,FALSE,FALSE
6/4/2024,Northern Ireland,Portugal,Portugal,Andreia Norton,30,FALSE,FALSE
6/4/2024,Poland,Germany,Poland,Dominika Grabowska,12,FALSE,FALSE
6/4/2024,Poland,Germany,Germany,Lea Schüller,51,FALSE,FALSE
6/4/2024,Poland,Germany,Germany,Lea Schüller,69,FALSE,FALSE
6/4/2024,Poland,Germany,Germany,Klara Bühl,77,FALSE,FALSE
6/4/2024,Slovakia,Serbia,Serbia,Jovana Damnjanović,35,FALSE,FALSE
6/4/2024,Slovakia,Serbia,Serbia,Tyla-Jay Vlajnic,55,FALSE,FALSE
6/4/2024,Slovakia,Serbia,Serbia,Miljana Ivanović,87,FALSE,FALSE
6/4/2024,Slovakia,Serbia,Serbia,Nina Matejić,90,FALSE,FALSE
6/4/2024,Spain,Denmark,Denmark,Janni Thomsen,4,FALSE,FALSE
6/4/2024,Spain,Denmark,Denmark,Janni Thomsen,72,FALSE,FALSE
6/4/2024,Spain,Denmark,Spain,Bruna Vilamala,74,FALSE,FALSE
6/4/2024,Spain,Denmark,Spain,Irene Paredes,77,FALSE,FALSE
6/4/2024,Spain,Denmark,Spain,Lucía García,90,FALSE,FALSE
6/4/2024,Sweden,Republic of Ireland,Sweden,Magdalena Eriksson,84,FALSE,FALSE
6/4/2024,Ukraine,Wales,Ukraine,Yana Kalinina,34,FALSE,FALSE
6/4/2024,Ukraine,Wales,Wales,Kayleigh Green,74,FALSE,TRUE
6/4/2024,Ukraine,Wales,Wales,Jess Fishlock,77,FALSE,FALSE
6/4/2024,Ukraine,Wales,Ukraine,Nicole Kozlova,90,FALSE,FALSE
7/12/2024,Armenia,Bulgaria,Bulgaria,Lora Petrova,13,FALSE,FALSE
7/12/2024,Armenia,Bulgaria,Bulgaria,Kristiana Karaivanova,26,FALSE,FALSE
7/12/2024,Armenia,Bulgaria,Armenia,Ani Safaryan,75,FALSE,FALSE
7/12/2024,Armenia,Bulgaria,Bulgaria,Aleksandra Yaneva,90,FALSE,FALSE
7/12/2024,Austria,Poland,Austria,Celina Degen,37,FALSE,FALSE
7/12/2024,Austria,Poland,Austria,Eileen Campbell,67,FALSE,FALSE
7/12/2024,Austria,Poland,Austria,Annabel Schasching,69,FALSE,FALSE
7/12/2024,Austria,Poland,Poland,Natalia Padilla,75,FALSE,FALSE
7/12/2024,Azerbaijan,Hungary,Hungary,Anna Csiki,21,FALSE,FALSE
7/12/2024,Azerbaijan,Hungary,Hungary,Zsanett Kaján,32,FALSE,FALSE
7/12/2024,Azerbaijan,Hungary,Hungary,Emőke Pápai,53,FALSE,FALSE
7/12/2024,Azerbaijan,Hungary,Hungary,Kinga Siklér,90,FALSE,FALSE
7/12/2024,Azerbaijan,Hungary,Hungary,Kinga Siklér,90,FALSE,FALSE
7/12/2024,Belgium,Denmark,Denmark,Janice Cayman,60,TRUE,FALSE
7/12/2024,Belgium,Denmark,Denmark,Pernille Harder,65,FALSE,FALSE
7/12/2024,Belgium,Denmark,Denmark,Sara Holmgaard,82,FALSE,FALSE
7/12/2024,Croatia,Wales,Wales,Jess Fishlock,14,FALSE,FALSE
7/12/2024,Croatia,Wales,Wales,Sophie Ingle,66,FALSE,FALSE
7/12/2024,Croatia,Wales,Wales,Kayleigh Green,89,FALSE,TRUE
7/12/2024,Cyprus,Lithuania,Cyprus,Anna Matsoukari,24,FALSE,FALSE
7/12/2024,Cyprus,Lithuania,Lithuania,Rimantė Jonušaitė,28,FALSE,FALSE
7/12/2024,Cyprus,Lithuania,Lithuania,Rimantė Jonušaitė,90,FALSE,FALSE
7/12/2024,Czech Republic,Spain,Spain,Aitana Bonmatí,15,FALSE,FALSE
7/12/2024,Czech Republic,Spain,Czech Republic,Kateřina Svitková,44,FALSE,FALSE
7/12/2024,Czech Republic,Spain,Czech Republic,Eva Bartoňová,51,FALSE,TRUE
7/12/2024,England,Republic of Ireland,England,Alessia Russo,5,FALSE,FALSE
7/12/2024,England,Republic of Ireland,England,Georgia Stanway,57,FALSE,TRUE
7/12/2024,England,Republic of Ireland,Republic of Ireland,Julie-Ann Russell,90,FALSE,FALSE
7/12/2024,Faroe Islands,Montenegro,Faroe Islands,Heidi Sevdal,19,FALSE,FALSE
7/12/2024,Faroe Islands,Montenegro,Montenegro,Armisa Kuč,22,FALSE,FALSE
7/12/2024,Faroe Islands,Montenegro,Faroe Islands,Jensa Tórolvsdóttir,32,FALSE,FALSE
7/12/2024,Finland,Norway,Norway,Guro Reiten,7,FALSE,FALSE
7/12/2024,Finland,Norway,Finland,Emma Koivisto,90,FALSE,FALSE
7/12/2024,France,Sweden,France,Sakina Karchaoui,32,FALSE,FALSE
7/12/2024,France,Sweden,Sweden,Josefine Rybrink,49,FALSE,FALSE
7/12/2024,France,Sweden,France,Marie-Antoinette Katoto,74,FALSE,FALSE
7/12/2024,Georgia,Belarus,Belarus,Karina Olkhovik,86,FALSE,FALSE
7/12/2024,Georgia,Belarus,Belarus,Viktoriya Valiuk,90,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Sophia Koggouli,1,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Veatriki Sarri,23,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Sophia Koggouli,58,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Antigoni Papadopoulou,69,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Antigoni Papadopoulou,79,FALSE,FALSE
7/12/2024,Greece,Andorra,Greece,Antigoni Papadopoulou,89,FALSE,FALSE
7/12/2024,Iceland,Germany,Iceland,Ingibjörg Sigurðardóttir,14,FALSE,FALSE
7/12/2024,Iceland,Germany,Iceland,Alexandra Jóhannsdóttir,52,FALSE,FALSE
7/12/2024,Iceland,Germany,Iceland,Sveindís Jane Jónsdóttir,83,FALSE,FALSE
7/12/2024,Kazakhstan,Romania,Romania,Cristina Carp,17,FALSE,FALSE
7/12/2024,Kazakhstan,Romania,Romania,Florentina Spânu,40,FALSE,FALSE
7/12/2024,Kazakhstan,Romania,Romania,Olga Iordăchiuși,60,FALSE,FALSE
7/12/2024,Kosovo,Ukraine,Ukraine,Daryna Apanashchenko,3,FALSE,FALSE
7/12/2024,Kosovo,Ukraine,Ukraine,Tamila Khimich,8,FALSE,FALSE
7/12/2024,Kosovo,Ukraine,Ukraine,Olha Basanska,21,FALSE,FALSE
7/12/2024,Kosovo,Ukraine,Ukraine,Roksolana Kravchuk,27,FALSE,FALSE
7/12/2024,Luxembourg,Estonia,Luxembourg,Laura Miller,48,FALSE,FALSE
7/12/2024,Luxembourg,Estonia,Estonia,Lisette Tammik,53,FALSE,FALSE
7/12/2024,Malta,Northern Ireland,Northern Ireland,Emma Lipman,10,TRUE,FALSE
7/12/2024,Malta,Northern Ireland,Northern Ireland,Kerry Beattie,80,FALSE,FALSE
7/12/2024,Moldova,Slovenia,Slovenia,Špela Kolbl,28,FALSE,FALSE
7/12/2024,Moldova,Slovenia,Slovenia,Sara Makovec,36,FALSE,FALSE
7/12/2024,Moldova,Slovenia,Slovenia,Lara Prašnikar,44,FALSE,FALSE
7/12/2024,Moldova,Slovenia,Slovenia,Zara Kramžar,45,FALSE,FALSE
7/12/2024,Moldova,Slovenia,Slovenia,Kaja Korošec,87,FALSE,FALSE
7/12/2024,North Macedonia,Latvia,Latvia,Anastasija Poļuhoviča,45,FALSE,FALSE
7/12/2024,North Macedonia,Latvia,North Macedonia,Nataša Andonova,90,FALSE,FALSE
7/12/2024,North Macedonia,Latvia,Latvia,Olga Ševcova,90,FALSE,FALSE
7/12/2024,Serbia,Israel,Serbia,Tijana Filipović,7,FALSE,FALSE
7/12/2024,Slovakia,Scotland,Scotland,Claire Emslie,46,FALSE,FALSE
7/12/2024,Slovakia,Scotland,Scotland,Claire Emslie,70,FALSE,FALSE
7/12/2024,Turkey,Switzerland,Switzerland,Sydney Schertenleib,58,FALSE,FALSE
7/12/2024,Turkey,Switzerland,Switzerland,Ana-Maria Crnogorčević,65,FALSE,FALSE
7/16/2024,Andorra,Faroe Islands,Faroe Islands,Jensa Tórolvsdóttir,19,FALSE,FALSE
7/16/2024,Andorra,Faroe Islands,Faroe Islands,Eyðvør Klakstein,21,FALSE,FALSE
7/16/2024,Andorra,Faroe Islands,Faroe Islands,Ásla Johannesen,72,FALSE,FALSE
7/16/2024,Andorra,Faroe Islands,Faroe Islands,Tórunn Joensen,90,FALSE,FALSE
7/16/2024,Belarus,Cyprus,Belarus,Anastasiya Shuppo,15,FALSE,FALSE
7/16/2024,Belarus,Cyprus,Belarus,Darya Maniukova,41,FALSE,FALSE
7/16/2024,Belarus,Cyprus,Belarus,Karina Olkhovik,55,FALSE,FALSE
7/16/2024,Belarus,Cyprus,Belarus,Valeriya Belaya,65,FALSE,FALSE
7/16/2024,Belarus,Cyprus,Belarus,Alina Charlionak,90,FALSE,FALSE
7/16/2024,Denmark,Czech Republic,Denmark,Signe Bruun,55,FALSE,FALSE
7/16/2024,Denmark,Czech Republic,Denmark,Janni Thomsen,63,FALSE,FALSE
7/16/2024,Estonia,Luxembourg,Luxembourg,Amy Thompson,18,FALSE,FALSE
7/16/2024,Estonia,Luxembourg,Estonia,Kristina Teern,49,FALSE,FALSE
7/16/2024,Germany,Austria,Germany,Klara Bühl,11,FALSE,FALSE
7/16/2024,Germany,Austria,Germany,Jule Brand,39,FALSE,FALSE
7/16/2024,Germany,Austria,Germany,Lea Schüller,53,FALSE,FALSE
7/16/2024,Germany,Austria,Germany,Klara Bühl,90,FALSE,FALSE
7/16/2024,Hungary,Turkey,Turkey,Busem Şeker,14,FALSE,FALSE
7/16/2024,Hungary,Turkey,Turkey,Elif Keskin,55,FALSE,FALSE
